team,opponent,date,is_home,result,goals_for,goals_against,win_rate,world_cup_win_rate,avg_goals_scored,avg_goals_conceded,avg_goal_diff,players_value,fifa_ranking,opp_win_rate,opp_avg_gs,opp_avg_gc,opp_players_value,opp_fifa_ranking,ranking_diff,value_ratio,form_wins_5,form_draws_5,form_losses_5,form_pts_5,form_gf_5,form_ga_5,form_gd_5,form_home_wr_5,form_away_wr_5
Algérie,Burundi,09.01.2024,0,W,4,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,1.0,4.0,0.0,7.0,3.0,1.0,2.0,0.0,0.5
Algérie,Gambie,09.05.2025,1,W,3,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,7.0,1.0,6.0,0.0,0.6666666666666666
Algérie,RD Congo,09.06.2022,1,W,3,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,10.0,1.0,9.0,0.5,0.6666666666666666
Algérie,Rwanda,09.06.2025,1,W,2,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,11.0,1.0,10.0,0.6666666666666666,0.5
Algérie,Somalie,09.10.2025,0,W,3,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,12.0,0.0,12.0,1.0,0.5
Algérie,Irak,09.12.2025,1,W,2,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,1.29,0.94,802000.0,57.0,-29.0,12.319201995012468,5.0,0.0,0.0,15.0,15.0,0.0,15.0,1.0,1.0
Algérie,NigériaQualifié: Nigéria,10.01. 17:00,1,L,0,2,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,13.0,0.0,13.0,1.0,1.0
Algérie,Togo,10.04.2022,1,D,0,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,10.0,2.0,8.0,0.75,1.0
Algérie,Ouganda,10.06.2024,0,W,2,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,7.0,2.0,5.0,0.5,1.0
Algérie,Suède,10.06.2025,0,L,3,4,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.525,1.69,1.27,15620000.0,38.0,-10.0,0.6325224071702945,3.0,1.0,1.0,10.0,7.0,3.0,4.0,0.3333333333333333,1.0
Algérie,Libéria,10.09.2024,0,W,3,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,7.0,7.0,0.0,0.3333333333333333,0.5
Algérie,Togo,10.10.2024,1,W,5,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,8.0,7.0,1.0,0.0,0.6666666666666666
Algérie,Iran,12.06.2022,1,W,2,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.7,2.23,0.74,1230000.0,21.0,7.0,8.032520325203253,3.0,1.0,1.0,10.0,13.0,6.0,7.0,0.5,0.6666666666666666
Algérie,Sénégal,12.09.2023,0,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.65,1.66,0.68,18390000.0,14.0,14.0,0.5372485046220772,4.0,0.0,1.0,12.0,15.0,7.0,8.0,1.0,0.6666666666666666
Algérie,Cap-Vert,12.10.2023,1,W,5,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.45,1.2,0.96,2100000.0,68.0,-40.0,4.704761904761905,4.0,0.0,1.0,12.0,14.0,6.0,8.0,1.0,0.6666666666666666
Algérie,Emirats Arabes UnisQualifié: Emirats Arabes Unis,12.12.2025Après TAB,1,L,1,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,16.0,3.0,13.0,1.0,1.0
Algérie,Libye,13.01.2023,1,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,14.0,4.0,10.0,0.75,1.0
Algérie,Syrie,13.11.2022,0,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,10.0,3.0,7.0,0.75,1.0
Algérie,Zimbabwe,13.11.2025,1,W,3,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,9.0,2.0,7.0,0.6666666666666666,1.0
Algérie,Togo,14.10.2024,0,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,11.0,3.0,8.0,0.75,1.0
Algérie,Ouganda,14.10.2025,1,W,2,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,7.0,2.0,5.0,0.6666666666666666,1.0
Algérie,Guinée Équatoriale,14.11.2024,0,D,0,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,8.0,2.0,6.0,1.0,1.0
Algérie,Mauritanie,14.12.2022,1,D,0,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,7.0,2.0,5.0,1.0,0.6666666666666666
Algérie,Angola,15.01.2024,1,D,1,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,6.0,2.0,4.0,0.6666666666666666,0.5
Algérie,Guinée,15.08.2025,0,D,1,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,4.0,2.0,2.0,0.3333333333333333,0.5
Algérie,Égypte,16.10.2023,0,D,1,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.6,1.52,0.71,4480000.0,29.0,-1.0,2.205357142857143,1.0,4.0,0.0,7.0,4.0,3.0,1.0,0.3333333333333333,0.0
Algérie,Mali,16.11.2022,1,D,1,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,0.0,5.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0
Algérie,Somalie,16.11.2023,1,W,3,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,0.0,5.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0
Algérie,Ethiopie,17.01.2023,1,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,1.0,4.0,0.0,7.0,7.0,5.0,2.0,0.3333333333333333,0.0
Algérie,Libéria,17.11.2024,1,W,5,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,7.0,4.0,3.0,0.6666666666666666,0.0
Algérie,Sénégal,17.12.2022,1,D,2,2,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.65,1.66,0.68,18390000.0,14.0,14.0,0.5372485046220772,3.0,2.0,0.0,11.0,11.0,4.0,7.0,0.75,0.0
Algérie,Ouganda,18.06.2023,0,W,2,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,12.0,5.0,7.0,0.6,0.0
Algérie,Niger,18.08.2025,1,D,0,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,13.0,5.0,8.0,0.75,1.0
Algérie,Arabie Saoudite,18.11.2025,0,W,2,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.3875,1.07,1.0,1560000.0,61.0,-33.0,6.333333333333333,3.0,2.0,0.0,11.0,10.0,4.0,6.0,0.5,1.0
Algérie,Suède,19.11.2022,0,L,0,2,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.525,1.69,1.27,15620000.0,38.0,-10.0,0.6325224071702945,3.0,2.0,0.0,11.0,11.0,4.0,7.0,0.3333333333333333,1.0
Algérie,Mozambique,19.11.2023,0,W,2,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,6.0,5.0,1.0,0.0,0.6666666666666666
Algérie,Burkina Faso,20.01.2024,1,D,2,2,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,6.0,3.0,3.0,0.0,0.75
Algérie,Tunisie,20.06.2023,1,D,1,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.525,1.32,0.75,2690000.0,44.0,-16.0,3.6728624535315983,2.0,2.0,1.0,8.0,6.0,4.0,2.0,0.0,0.6666666666666666
Algérie,Mozambique,21.01.2023,0,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,7.0,5.0,2.0,0.0,0.6666666666666666
Algérie,Botswana,21.03.2025,0,W,3,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,6.0,5.0,1.0,0.0,0.6666666666666666
Algérie,Bolivie,22.03.2024,1,W,3,2,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,9.0,4.0,5.0,0.0,1.0
Algérie,Mauritanie,23.01.2024,0,L,0,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,10.0,6.0,4.0,0.3333333333333333,1.0
Algérie,Niger,23.03.2023,1,W,2,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,5.0,3.0,0.5,0.6666666666666666
Algérie,SoudanQualifié: Soudan,23.08.2025Après TAB,0,L,1,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,9.0,5.0,4.0,1.0,0.6666666666666666
Algérie,Guinée,23.09.2022,1,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,9.0,6.0,3.0,1.0,0.3333333333333333
Algérie,Soudan,24.12.2025,1,W,3,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,7.0,5.0,2.0,1.0,0.0
Algérie,Mozambique,25.03.2025,1,W,5,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,7.0,3.0,4.0,1.0,0.0
Algérie,Afrique du Sud,26.03.2024,1,D,3,3,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.4625,1.32,0.91,1890000.0,60.0,-32.0,5.227513227513228,4.0,0.0,1.0,12.0,12.0,3.0,9.0,1.0,0.0
Algérie,Côte d'Ivoire,27.01.2023,1,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.6125,1.66,0.75,20080000.0,34.0,-6.0,0.49203187250996017,3.0,1.0,1.0,10.0,13.0,5.0,8.0,0.75,0.0
Algérie,Guatemala,27.03. 20:30,1,W,7,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,13.0,4.0,9.0,0.8,0.0
Algérie,Niger,27.03.2023,0,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,19.0,4.0,15.0,0.8,0.0
Algérie,Nigéria,27.09.2022,1,W,2,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,17.0,4.0,13.0,0.75,1.0
Algérie,Burkina Faso,28.12.2025,1,W,1,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,14.0,4.0,10.0,0.75,1.0
Algérie,Mauritanie,29.07.2025,1,D,2,2,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,12.0,1.0,11.0,1.0,1.0
Algérie,Soudan,29.09.2022,1,W,2,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,13.0,3.0,10.0,0.75,1.0
Algérie,Mali,29.10.2022,1,W,4,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,8.0,3.0,5.0,0.75,1.0
Algérie,Niger,31.01.2023,1,W,5,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,11.0,3.0,8.0,0.8,0.0
Algérie,Uruguay,31.03. 20:30,1,D,0,0,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.4625,1.35,0.81,13820000.0,17.0,11.0,0.7149059334298119,4.0,1.0,0.0,13.0,14.0,2.0,12.0,0.8,0.0
Algérie,Algérie -23,31.12.2023,1,W,2,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,13.0,2.0,11.0,0.6,0.0
Algérie,Guinée Équatoriale,31.12.2025,0,W,3,1,0.65,0.0,1.9,0.59,1.31,9880000.0,28.0,0.5,0.95,1.43,4940000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,13.0,1.0,12.0,0.8,0.0
Allemagne,Costa Rica,01.12.2022,0,W,4,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0
Allemagne,Danemark,02.06.2021,1,D,1,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,1.0,0.0,0.0,3.0,4.0,2.0,2.0,0.0,1.0
Allemagne,Liechtenstein,02.09.2021,0,W,2,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,2.0,0.0,1.0
Allemagne,Ukraine,03.06.2024,1,D,0,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,2.0,1.0,0.0,7.0,7.0,3.0,4.0,0.0,1.0
Allemagne,Espagne,03.09.2020,1,D,1,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.6625,2.33,0.76,47030000.0,2.0,8.0,0.7743993195832447,2.0,2.0,0.0,8.0,7.0,3.0,4.0,0.0,1.0
Allemagne,Italie,04.06.2022,0,D,1,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,8.0,4.0,4.0,0.0,1.0
Allemagne,PortugalQualifié: Portugal,04.06.2025,1,L,1,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,1.0,4.0,0.0,7.0,5.0,3.0,2.0,0.0,0.5
Allemagne,Slovaquie,04.09.2025,0,L,0,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,5.0,4.0,1.0,0.0,0.5
Allemagne,EspagneQualifié: Espagne,05.07.2024Après prol.,0,L,1,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,6.0,-3.0,0.0,0.0
Allemagne,Arménie,05.09.2021,1,W,6,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,0.0,2.0,3.0,2.0,4.0,8.0,-4.0,0.0,0.0
Allemagne,États-Unis,06.06. 20:30,0,W,2,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5125,1.75,1.01,14830000.0,16.0,-6.0,2.4558327714093053,1.0,1.0,3.0,4.0,9.0,7.0,2.0,0.5,0.0
Allemagne,Suisse,06.09.2020,0,D,1,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.45,1.82,1.16,12790000.0,19.0,-9.0,2.8475371383893666,2.0,0.0,3.0,6.0,10.0,7.0,3.0,0.5,0.3333333333333333
Allemagne,Lettonie,07.06.2021,1,W,7,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,10.0,6.0,4.0,1.0,0.25
Allemagne,Angleterre,07.06.2022,1,D,1,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.6625,2.12,0.59,50110000.0,4.0,6.0,0.7268010377170225,3.0,1.0,1.0,10.0,17.0,5.0,12.0,1.0,0.3333333333333333
Allemagne,Grèce,07.06.2024,1,W,2,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,17.0,4.0,13.0,0.6666666666666666,0.5
Allemagne,Hongrie,07.09.2024,1,W,5,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,13.0,5.0,8.0,0.6666666666666666,0.5
Allemagne,Irlande du Nord,07.09.2025,1,W,3,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,16.0,4.0,12.0,0.75,0.0
Allemagne,Turquie,07.10.2020,1,D,3,3,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.525,1.88,1.34,18220000.0,22.0,-12.0,1.9989023051591657,4.0,1.0,0.0,13.0,18.0,4.0,14.0,0.8,0.0
Allemagne,FranceVainqueur: France,08.06.2025,1,L,0,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,14.0,6.0,8.0,0.6,0.0
Allemagne,Islande,08.09.2021,0,W,4,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,13.0,7.0,6.0,0.6,0.0
Allemagne,Roumanie,08.10.2021,1,W,2,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,15.0,6.0,9.0,0.5,1.0
Allemagne,Japon,09.09.2023,1,L,1,4,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.7125,2.6,0.61,10420000.0,18.0,-8.0,3.495201535508637,3.0,1.0,1.0,10.0,12.0,7.0,5.0,0.5,1.0
Allemagne,Argentine,09.10.2019,1,D,2,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.8,2.15,0.47,31300000.0,3.0,7.0,1.1635782747603833,2.0,1.0,2.0,7.0,10.0,10.0,0.0,0.25,1.0
Allemagne,Pays-Bas,10.09.2024,0,D,2,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5875,2.31,0.96,30930000.0,8.0,2.0,1.177497575169738,2.0,1.0,2.0,7.0,9.0,9.0,0.0,0.25,1.0
Allemagne,Ukraine,10.10.2020,0,W,2,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,11.0,9.0,2.0,0.3333333333333333,0.5
Allemagne,Luxembourg,10.10.2025,1,W,4,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,9.0,10.0,-1.0,0.3333333333333333,0.5
Allemagne,Hongrie,11.06.2022,0,D,1,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,11.0,9.0,2.0,0.3333333333333333,0.5
Allemagne,Macédoine du Nord,11.10.2021,0,W,4,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,11.0,6.0,5.0,0.5,0.3333333333333333
Allemagne,Bosnie-Herzégovine,11.10.2024,0,W,2,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.3125,1.12,1.43,5830000.0,65.0,-55.0,6.246998284734134,3.0,2.0,0.0,11.0,13.0,4.0,9.0,1.0,0.5
Allemagne,République Tchèque,11.11.2020,1,W,1,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.525,1.75,1.15,0.0,41.0,-31.0,1.0,4.0,1.0,0.0,13.0,13.0,3.0,10.0,1.0,0.75
Allemagne,Liechtenstein,11.11.2021,1,W,9,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,12.0,2.0,10.0,1.0,0.6666666666666666
Allemagne,Ukraine,12.06.2023,1,D,3,3,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,17.0,2.0,15.0,1.0,0.6666666666666666
Allemagne,France,12.09.2023,1,W,2,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.65,2.16,0.89,58580000.0,1.0,9.0,0.6217138955274838,4.0,1.0,0.0,13.0,19.0,4.0,15.0,0.6666666666666666,1.0
Allemagne,Estonie,13.10.2019,0,W,3,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,17.0,5.0,12.0,0.75,1.0
Allemagne,Suisse,13.10.2020,1,D,3,3,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.45,1.82,1.16,12790000.0,19.0,-9.0,2.8475371383893666,4.0,1.0,0.0,13.0,18.0,4.0,14.0,0.75,1.0
Allemagne,Irlande du Nord,13.10.2025,0,W,1,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,20.0,7.0,13.0,0.5,1.0
Allemagne,Italie,14.06.2022,1,W,5,2,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,12.0,7.0,5.0,0.3333333333333333,1.0
Allemagne,Écosse,14.06.2024,1,W,5,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.475,1.48,1.3,6550000.0,43.0,-33.0,5.56030534351145,4.0,1.0,0.0,13.0,14.0,6.0,8.0,0.6666666666666666,1.0
Allemagne,États-Unis,14.10.2023,0,W,3,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5125,1.75,1.01,14830000.0,16.0,-6.0,2.4558327714093053,4.0,1.0,0.0,13.0,17.0,6.0,11.0,0.6666666666666666,1.0
Allemagne,Pays-Bas,14.10.2024,1,W,1,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5875,2.31,0.96,30930000.0,8.0,2.0,1.177497575169738,4.0,1.0,0.0,13.0,17.0,7.0,10.0,0.6666666666666666,1.0
Allemagne,Ukraine,14.11.2020,1,W,3,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,15.0,4.0,11.0,1.0,1.0
Allemagne,Arménie,14.11.2021,0,W,4,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,17.0,5.0,12.0,1.0,1.0
Allemagne,Luxembourg,14.11.2025,0,W,2,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,5.0,0.0,0.0,15.0,16.0,4.0,12.0,1.0,1.0
Allemagne,France,15.06.2021,0,L,0,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.65,2.16,0.89,58580000.0,1.0,9.0,0.6217138955274838,5.0,0.0,0.0,15.0,13.0,3.0,10.0,1.0,1.0
Allemagne,Pologne,16.06.2023,0,L,0,1,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,10.0,3.0,7.0,1.0,0.6666666666666666
Allemagne,Biélorussie,16.11.2019,1,W,4,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,9.0,4.0,5.0,1.0,0.5
Allemagne,Oman,16.11.2022,0,W,1,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.5,0.95,1.43,18210000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,10.0,3.0,7.0,1.0,0.5
Allemagne,Bosnie-Herzégovine,16.11.2024,1,W,7,0,0.55,0.0,2.33,1.19,1.14,36420000.0,10.0,0.3125,1.12,1.43,5830000.0,65.0,-55.0,6.246998284734134,3.0,0.0,2.0,9.0,7.0,2.0,5.0,1.0,0.5
